noise_percentage,confidence_factor,size_of_the_tree
30.950,0.025,1
30.950,0.05,1
30.950,0.075,46
30.950,0.125,46
30.950,0.150,46
30.950,0.175,148
30.950,0.1,46
30.950,0.225,177
30.950,0.25,410
30.950,0.275,504
30.950,0.2,164
30.950,0.325,544
30.950,0.350,558
30.950,0.375,558
30.950,0.3,515
30.950,0.425,607
30.950,0.45,675
30.950,0.475,704
30.950,0.4,583
30.950,0.5,728
31.000,0.025,1
31.000,0.05,1
31.000,0.075,1
31.000,0.125,32
31.000,0.150,32
31.000,0.175,51
31.000,0.1,32
31.000,0.225,51
31.000,0.25,51
31.000,0.275,151
31.000,0.2,51
31.000,0.325,497
31.000,0.350,517
31.000,0.375,557
31.000,0.3,381
31.000,0.425,602
31.000,0.45,619
31.000,0.475,707
31.000,0.4,573
31.000,0.5,740
31.050,0.025,1
31.050,0.05,1
31.050,0.075,1
31.050,0.125,49
31.050,0.150,74
31.050,0.175,74
31.050,0.1,1
31.050,0.225,122
31.050,0.25,208
31.050,0.275,440
31.050,0.2,85
31.050,0.325,572
31.050,0.350,606
31.050,0.375,606
31.050,0.3,515
31.050,0.425,641
31.050,0.45,655
31.050,0.475,690
31.050,0.4,606
31.050,0.5,690
31.100,0.025,1
31.100,0.05,1
31.100,0.075,59
31.100,0.125,71
31.100,0.150,71
31.100,0.175,71
31.100,0.1,59
31.100,0.225,173
31.100,0.25,204
31.100,0.275,483
31.100,0.2,168
31.100,0.325,535
31.100,0.350,594
31.100,0.375,671
31.100,0.3,513
31.100,0.425,695
31.100,0.45,738
31.100,0.475,738
31.100,0.4,695
31.100,0.5,738
31.150,0.025,1
31.150,0.05,1
31.150,0.075,47
31.150,0.125,50
31.150,0.150,50
31.150,0.175,92
31.150,0.1,50
31.150,0.225,277
31.150,0.25,292
31.150,0.275,496
31.150,0.2,272
31.150,0.325,553
31.150,0.350,593
31.150,0.375,593
31.150,0.3,525
31.150,0.425,639
31.150,0.45,692
31.150,0.475,712
31.150,0.4,607
31.150,0.5,734
31.200,0.025,1
31.200,0.05,1
31.200,0.075,1
31.200,0.125,46
31.200,0.150,49
31.200,0.175,131
31.200,0.1,46
31.200,0.225,174
31.200,0.25,482
31.200,0.275,564
31.200,0.2,131
31.200,0.325,650
31.200,0.350,666
31.200,0.375,675
31.200,0.3,606
31.200,0.425,720
31.200,0.45,739
31.200,0.475,745
31.200,0.4,681
31.200,0.5,769
31.250,0.025,1
31.250,0.05,1
31.250,0.075,41
31.250,0.125,44
31.250,0.150,44
31.250,0.175,44
31.250,0.1,44
31.250,0.225,432
31.250,0.25,476
31.250,0.275,528
31.250,0.2,48
31.250,0.325,573
31.250,0.350,596
31.250,0.375,672
31.250,0.3,558
31.250,0.425,735
31.250,0.45,746
31.250,0.475,757
31.250,0.4,708
31.250,0.5,757
31.300,0.025,1
31.300,0.05,1
31.300,0.075,1
31.300,0.125,1
31.300,0.150,47
31.300,0.175,72
31.300,0.1,1
31.300,0.225,218
31.300,0.25,217
31.300,0.275,561
31.300,0.2,72
31.300,0.325,604
31.300,0.350,658
31.300,0.375,663
31.300,0.3,580
31.300,0.425,696
31.300,0.45,755
31.300,0.475,790
31.300,0.4,684
31.300,0.5,790
31.350,0.025,1
31.350,0.05,1
31.350,0.075,50
31.350,0.125,144
31.350,0.150,144
31.350,0.175,144
31.350,0.1,53
31.350,0.225,188
31.350,0.25,241
31.350,0.275,544
31.350,0.2,151
31.350,0.325,586
31.350,0.350,651
31.350,0.375,662
31.350,0.3,547
31.350,0.425,716
31.350,0.45,722
31.350,0.475,738
31.350,0.4,691
31.350,0.5,738
31.400,0.025,1
31.400,0.05,18
31.400,0.075,39
31.400,0.125,89
31.400,0.150,89
31.400,0.175,89
31.400,0.1,79
31.400,0.225,119
31.400,0.25,375
31.400,0.275,523
31.400,0.2,103
31.400,0.325,590
31.400,0.350,652
31.400,0.375,666
31.400,0.3,588
31.400,0.425,694
31.400,0.45,734
31.400,0.475,769
31.400,0.4,659
31.400,0.5,790
31.450,0.025,1
31.450,0.05,1
31.450,0.075,1
31.450,0.125,61
31.450,0.150,136
31.450,0.175,211
31.450,0.1,58
31.450,0.225,244
31.450,0.25,520
31.450,0.275,557
31.450,0.2,197
31.450,0.325,610
31.450,0.350,615
31.450,0.375,635
31.450,0.3,602
31.450,0.425,714
31.450,0.45,726
31.450,0.475,726
31.450,0.4,678
31.450,0.5,726
31.500,0.025,1
31.500,0.05,1
31.500,0.075,1
31.500,0.125,1
31.500,0.150,122
31.500,0.175,122
31.500,0.1,1
31.500,0.225,155
31.500,0.25,191
31.500,0.275,420
31.500,0.2,152
31.500,0.325,519
31.500,0.350,579
31.500,0.375,600
31.500,0.3,456
31.500,0.425,698
31.500,0.45,751
31.500,0.475,771
31.500,0.4,669
31.500,0.5,771
31.550,0.025,1
31.550,0.05,1
31.550,0.075,1
31.550,0.125,1
31.550,0.150,42
31.550,0.175,42
31.550,0.1,1
31.550,0.225,143
31.550,0.25,416
31.550,0.275,503
31.550,0.2,141
31.550,0.325,575
31.550,0.350,581
31.550,0.375,613
31.550,0.3,530
31.550,0.425,693
31.550,0.45,693
31.550,0.475,708
31.550,0.4,672
31.550,0.5,708
31.600,0.025,1
31.600,0.05,1
31.600,0.075,1
31.600,0.125,52
31.600,0.150,52
31.600,0.175,52
31.600,0.1,52
31.600,0.225,86
31.600,0.25,111
31.600,0.275,347
31.600,0.2,52
31.600,0.325,507
31.600,0.350,620
31.600,0.375,659
31.600,0.3,434
31.600,0.425,731
31.600,0.45,747
31.600,0.475,758
31.600,0.4,707
31.600,0.5,758
31.650,0.025,1
31.650,0.05,1
31.650,0.075,1
31.650,0.125,147
31.650,0.150,143
31.650,0.175,143
31.650,0.1,72
31.650,0.225,212
31.650,0.25,214
31.650,0.275,220
31.650,0.2,143
31.650,0.325,432
31.650,0.350,532
31.650,0.375,608
31.650,0.3,233
31.650,0.425,731
31.650,0.45,747
31.650,0.475,747
31.650,0.4,655
31.650,0.5,761
31.700,0.025,1
31.700,0.05,1
31.700,0.075,37
31.700,0.125,45
31.700,0.150,89
31.700,0.175,89
31.700,0.1,45
31.700,0.225,201
31.700,0.25,201
31.700,0.275,201
31.700,0.2,127
31.700,0.325,465
31.700,0.350,494
31.700,0.375,628
31.700,0.3,441
31.700,0.425,687
31.700,0.45,687
31.700,0.475,735
31.700,0.4,681
31.700,0.5,735
31.750,0.025,1
31.750,0.05,1
31.750,0.075,1
31.750,0.125,52
31.750,0.150,52
31.750,0.175,64
31.750,0.1,52
31.750,0.225,76
31.750,0.25,472
31.750,0.275,473
31.750,0.2,70
31.750,0.325,555
31.750,0.350,583
31.750,0.375,610
31.750,0.3,520
31.750,0.425,640
31.750,0.45,677
31.750,0.475,713
31.750,0.4,640
31.750,0.5,713
31.800,0.025,1
31.800,0.05,1
31.800,0.075,1
31.800,0.125,56
31.800,0.150,56
31.800,0.175,225
31.800,0.1,56
31.800,0.225,313
31.800,0.25,326
31.800,0.275,559
31.800,0.2,280
31.800,0.325,579
31.800,0.350,598
31.800,0.375,645
31.800,0.3,579
31.800,0.425,671
31.800,0.45,671
31.800,0.475,700
31.800,0.4,670
31.800,0.5,700
31.850,0.025,1
31.850,0.05,1
31.850,0.075,1
31.850,0.125,75
31.850,0.150,75
31.850,0.175,93
31.850,0.1,65
31.850,0.225,208
31.850,0.25,223
31.850,0.275,501
31.850,0.2,186
31.850,0.325,589
31.850,0.350,627
31.850,0.375,657
31.850,0.3,567
31.850,0.425,678
31.850,0.45,738
31.850,0.475,738
31.850,0.4,669
31.850,0.5,738
31.900,0.025,1
31.900,0.05,1
31.900,0.075,51
31.900,0.125,64
31.900,0.150,64
31.900,0.175,149
31.900,0.1,59
31.900,0.225,209
31.900,0.25,233
31.900,0.275,463
31.900,0.2,203
31.900,0.325,522
31.900,0.350,545
31.900,0.375,610
31.900,0.3,493
31.900,0.425,689
31.900,0.45,689
31.900,0.475,675
31.900,0.4,660
31.900,0.5,689
31.950,0.025,1
31.950,0.05,1
31.950,0.075,1
31.950,0.125,49
31.950,0.150,60
31.950,0.175,60
31.950,0.1,1
31.950,0.225,240
31.950,0.25,255
31.950,0.275,488
31.950,0.2,154
31.950,0.325,564
31.950,0.350,580
31.950,0.375,591
31.950,0.3,540
31.950,0.425,674
31.950,0.45,698
31.950,0.475,698
31.950,0.4,597
31.950,0.5,698
32.000,0.025,1
32.000,0.05,1
32.000,0.075,1
32.000,0.125,48
32.000,0.150,48
32.000,0.175,48
32.000,0.1,48
32.000,0.225,201
32.000,0.25,464
32.000,0.275,474
32.000,0.2,144
32.000,0.325,538
32.000,0.350,528
32.000,0.375,675
32.000,0.3,523
32.000,0.425,737
32.000,0.45,744
32.000,0.475,744
32.000,0.4,722
32.000,0.5,744
32.050,0.025,1
32.050,0.05,1
32.050,0.075,1
32.050,0.125,41
32.050,0.150,41
32.050,0.175,41
32.050,0.1,41
32.050,0.225,155
32.050,0.25,380
32.050,0.275,485
32.050,0.2,120
32.050,0.325,610
32.050,0.350,677
32.050,0.375,721
32.050,0.3,550
32.050,0.425,750
32.050,0.45,771
32.050,0.475,771
32.050,0.4,726
32.050,0.5,801
32.100,0.025,1
32.100,0.05,32
32.100,0.075,36
32.100,0.125,69
32.100,0.150,69
32.100,0.175,89
32.100,0.1,53
32.100,0.225,307
32.100,0.25,309
32.100,0.275,546
32.100,0.2,126
32.100,0.325,586
32.100,0.350,644
32.100,0.375,698
32.100,0.3,602
32.100,0.425,769
32.100,0.45,782
32.100,0.475,782
32.100,0.4,708
32.100,0.5,782
32.150,0.025,1
32.150,0.05,1
32.150,0.075,1
32.150,0.125,1
32.150,0.150,96
32.150,0.175,96
32.150,0.1,1
32.150,0.225,284
32.150,0.25,293
32.150,0.275,298
32.150,0.2,284
32.150,0.325,462
32.150,0.350,478
32.150,0.375,519
32.150,0.3,445
32.150,0.425,683
32.150,0.45,692
32.150,0.475,724
32.150,0.4,634
32.150,0.5,724
32.200,0.025,1
32.200,0.05,1
32.200,0.075,1
32.200,0.125,54
32.200,0.150,99
32.200,0.175,137
32.200,0.1,1
32.200,0.225,171
32.200,0.25,175
32.200,0.275,419
32.200,0.2,168
32.200,0.325,532
32.200,0.350,581
32.200,0.375,606
32.200,0.3,509
32.200,0.425,668
32.200,0.45,679
32.200,0.475,679
32.200,0.4,625
32.200,0.5,679
32.250,0.025,1
32.250,0.05,1
32.250,0.075,1
32.250,0.125,123
32.250,0.150,141
32.250,0.175,146
32.250,0.1,51
32.250,0.225,198
32.250,0.25,181
32.250,0.275,506
32.250,0.2,149
32.250,0.325,616
32.250,0.350,640
32.250,0.375,698
32.250,0.3,573
32.250,0.425,773
32.250,0.45,795
32.250,0.475,795
32.250,0.4,734
32.250,0.5,795
32.300,0.025,1
32.300,0.05,1
32.300,0.075,1
32.300,0.125,1
32.300,0.150,65
32.300,0.175,71
32.300,0.1,1
32.300,0.225,201
32.300,0.25,428
32.300,0.275,460
32.300,0.2,188
32.300,0.325,530
32.300,0.350,541
32.300,0.375,574
32.300,0.3,470
32.300,0.425,714
32.300,0.45,762
32.300,0.475,792
32.300,0.4,653
32.300,0.5,792
32.350,0.025,1
32.350,0.05,1
32.350,0.075,1
32.350,0.125,91
32.350,0.150,91
32.350,0.175,91
32.350,0.1,1
32.350,0.225,162
32.350,0.25,194
32.350,0.275,368
32.350,0.2,118
32.350,0.325,605
32.350,0.350,650
32.350,0.375,650
32.350,0.3,565
32.350,0.425,717
32.350,0.45,717
32.350,0.475,717
32.350,0.4,672
32.350,0.5,717
32.400,0.025,1
32.400,0.05,1
32.400,0.075,53
32.400,0.125,53
32.400,0.150,51
32.400,0.175,58
32.400,0.1,53
32.400,0.225,229
32.400,0.25,262
32.400,0.275,599
32.400,0.2,172
32.400,0.325,694
32.400,0.350,701
32.400,0.375,720
32.400,0.3,638
32.400,0.425,771
32.400,0.45,778
32.400,0.475,778
32.400,0.4,722
32.400,0.5,778
32.450,0.025,1
32.450,0.05,1
32.450,0.075,1
32.450,0.125,71
32.450,0.150,80
32.450,0.175,88
32.450,0.1,1
32.450,0.225,101
32.450,0.25,101
32.450,0.275,468
32.450,0.2,88
32.450,0.325,590
32.450,0.350,600
32.450,0.375,671
32.450,0.3,487
32.450,0.425,734
32.450,0.45,746
32.450,0.475,746
32.450,0.4,718
32.450,0.5,746
32.500,0.025,1
32.500,0.05,1
32.500,0.075,52
32.500,0.125,104
32.500,0.150,146
32.500,0.175,177
32.500,0.1,52
32.500,0.225,380
32.500,0.25,417
32.500,0.275,424
32.500,0.2,177
32.500,0.325,548
32.500,0.350,599
32.500,0.375,645
32.500,0.3,468
32.500,0.425,704
32.500,0.45,712
32.500,0.475,736
32.500,0.4,650
32.500,0.5,736
32.550,0.025,1
32.550,0.05,1
32.550,0.075,1
32.550,0.125,77
32.550,0.150,77
32.550,0.175,77
32.550,0.1,39
32.550,0.225,183
32.550,0.25,196
32.550,0.275,428
32.550,0.2,80
32.550,0.325,516
32.550,0.350,537
32.550,0.375,583
32.550,0.3,466
32.550,0.425,644
32.550,0.45,684
32.550,0.475,684
32.550,0.4,626
32.550,0.5,684
32.600,0.025,1
32.600,0.05,1
32.600,0.075,29
32.600,0.125,65
32.600,0.150,134
32.600,0.175,171
32.600,0.1,53
32.600,0.225,193
32.600,0.25,459
32.600,0.275,525
32.600,0.2,186
32.600,0.325,557
32.600,0.350,614
32.600,0.375,668
32.600,0.3,527
32.600,0.425,751
32.600,0.45,758
32.600,0.475,767
32.600,0.4,731
32.600,0.5,767
32.650,0.025,1
32.650,0.05,1
32.650,0.075,1
32.650,0.125,75
32.650,0.150,145
32.650,0.175,145
32.650,0.1,1
32.650,0.225,151
32.650,0.25,406
32.650,0.275,524
32.650,0.2,145
32.650,0.325,610
32.650,0.350,667
32.650,0.375,691
32.650,0.3,594
32.650,0.425,742
32.650,0.45,742
32.650,0.475,783
32.650,0.4,742
32.650,0.5,783
32.700,0.025,1
32.700,0.05,1
32.700,0.075,1
32.700,0.125,1
32.700,0.150,44
32.700,0.175,186
32.700,0.1,1
32.700,0.225,277
32.700,0.25,463
32.700,0.275,506
32.700,0.2,258
32.700,0.325,560
32.700,0.350,593
32.700,0.375,608
32.700,0.3,517
32.700,0.425,663
32.700,0.45,675
32.700,0.475,700
32.700,0.4,621
32.700,0.5,700
32.750,0.025,1
32.750,0.05,1
32.750,0.075,1
32.750,0.125,58
32.750,0.150,85
32.750,0.175,163
32.750,0.1,1
32.750,0.225,246
32.750,0.25,300
32.750,0.275,327
32.750,0.2,174
32.750,0.325,550
32.750,0.350,605
32.750,0.375,611
32.750,0.3,522
32.750,0.425,690
32.750,0.45,716
32.750,0.475,733
32.750,0.4,649
32.750,0.5,751
32.800,0.025,1
32.800,0.05,38
32.800,0.075,40
32.800,0.125,40
32.800,0.150,40
32.800,0.175,90
32.800,0.1,40
32.800,0.225,238
32.800,0.25,296
32.800,0.275,501
32.800,0.2,90
32.800,0.325,547
32.800,0.350,588
32.800,0.375,633
32.800,0.3,528
32.800,0.425,695
32.800,0.45,695
32.800,0.475,737
32.800,0.4,652
32.800,0.5,737
32.850,0.025,1
32.850,0.05,1
32.850,0.075,1
32.850,0.125,51
32.850,0.150,51
32.850,0.175,51
32.850,0.1,1
32.850,0.225,140
32.850,0.25,432
32.850,0.275,529
32.850,0.2,140
32.850,0.325,590
32.850,0.350,615
32.850,0.375,646
32.850,0.3,564
32.850,0.425,737
32.850,0.45,778
32.850,0.475,778
32.850,0.4,701
32.850,0.5,778
32.900,0.025,1
32.900,0.05,1
32.900,0.075,1
32.900,0.125,91
32.900,0.150,131
32.900,0.175,131
32.900,0.1,1
32.900,0.225,279
32.900,0.25,310
32.900,0.275,380
32.900,0.2,276
32.900,0.325,563
32.900,0.350,581
32.900,0.375,608
32.900,0.3,539
32.900,0.425,726
32.900,0.45,751
32.900,0.475,761
32.900,0.4,646
32.900,0.5,778
32.950,0.025,1
32.950,0.05,1
32.950,0.075,59
32.950,0.125,102
32.950,0.150,102
32.950,0.175,102
32.950,0.1,88
32.950,0.225,102
32.950,0.25,428
32.950,0.275,461
32.950,0.2,102
32.950,0.325,585
32.950,0.350,610
32.950,0.375,608
32.950,0.3,559
32.950,0.425,717
32.950,0.45,726
32.950,0.475,726
32.950,0.4,630
32.950,0.5,726
33.000,0.025,1
33.000,0.05,1
33.000,0.075,62
33.000,0.125,65
33.000,0.150,72
33.000,0.175,90
33.000,0.1,65
33.000,0.225,337
33.000,0.25,407
33.000,0.275,434
33.000,0.2,93
33.000,0.325,524
33.000,0.350,571
33.000,0.375,607
33.000,0.3,457
33.000,0.425,620
33.000,0.45,672
33.000,0.475,672
33.000,0.4,614
33.000,0.5,712
33.050,0.025,1
33.050,0.05,1
33.050,0.075,10
33.050,0.125,63
33.050,0.150,63
33.050,0.175,102
33.050,0.1,63
33.050,0.225,161
33.050,0.25,352
33.050,0.275,525
33.050,0.2,140
33.050,0.325,555
33.050,0.350,587
33.050,0.375,604
33.050,0.3,539
33.050,0.425,660
33.050,0.45,695
33.050,0.475,695
33.050,0.4,640
33.050,0.5,699
33.100,0.025,1
33.100,0.05,1
33.100,0.075,1
33.100,0.125,108
33.100,0.150,120
33.100,0.175,120
33.100,0.1,101
33.100,0.225,280
33.100,0.25,457
33.100,0.275,474
33.100,0.2,254
33.100,0.325,499
33.100,0.350,600
33.100,0.375,614
33.100,0.3,488
33.100,0.425,697
33.100,0.45,712
33.100,0.475,725
33.100,0.4,636
33.100,0.5,725
33.150,0.025,1
33.150,0.05,1
33.150,0.075,1
33.150,0.125,48
33.150,0.150,48
33.150,0.175,170
33.150,0.1,1
33.150,0.225,176
33.150,0.25,472
33.150,0.275,571
33.150,0.2,170
33.150,0.325,623
33.150,0.350,673
33.150,0.375,699
33.150,0.3,594
33.150,0.425,705
33.150,0.45,723
33.150,0.475,723
33.150,0.4,699
33.150,0.5,747
33.200,0.025,1
33.200,0.05,1
33.200,0.075,1
33.200,0.125,94
33.200,0.150,94
33.200,0.175,160
33.200,0.1,90
33.200,0.225,160
33.200,0.25,204
33.200,0.275,379
33.200,0.2,160
33.200,0.325,553
33.200,0.350,661
33.200,0.375,670
33.200,0.3,546
33.200,0.425,719
33.200,0.45,747
33.200,0.475,762
33.200,0.4,693
33.200,0.5,762
33.250,0.025,1
33.250,0.05,1
33.250,0.075,39
33.250,0.125,39
33.250,0.150,39
33.250,0.175,170
33.250,0.1,39
33.250,0.225,197
33.250,0.25,538
33.250,0.275,588
33.250,0.2,172
33.250,0.325,646
33.250,0.350,646
33.250,0.375,672
33.250,0.3,645
33.250,0.425,742
33.250,0.45,759
33.250,0.475,771
33.250,0.4,699
33.250,0.5,771
33.300,0.025,1
33.300,0.05,1
33.300,0.075,1
33.300,0.125,91
33.300,0.150,97
33.300,0.175,97
33.300,0.1,91
33.300,0.225,102
33.300,0.25,138
33.300,0.275,211
33.300,0.2,102
33.300,0.325,555
33.300,0.350,598
33.300,0.375,626
33.300,0.3,425
33.300,0.425,697
33.300,0.45,733
33.300,0.475,747
33.300,0.4,632
33.300,0.5,747
33.350,0.025,1
33.350,0.05,1
33.350,0.075,1
33.350,0.125,82
33.350,0.150,88
33.350,0.175,99
33.350,0.1,82
33.350,0.225,239
33.350,0.25,296
33.350,0.275,457
33.350,0.2,99
33.350,0.325,550
33.350,0.350,553
33.350,0.375,613
33.350,0.3,507
33.350,0.425,674
33.350,0.45,681
33.350,0.475,697
33.350,0.4,643
33.350,0.5,697
33.400,0.025,1
33.400,0.05,1
33.400,0.075,1
33.400,0.125,1
33.400,0.150,1
33.400,0.175,1
33.400,0.1,1
33.400,0.225,110
33.400,0.25,358
33.400,0.275,461
33.400,0.2,82
33.400,0.325,538
33.400,0.350,583
33.400,0.375,642
33.400,0.3,501
33.400,0.425,746
33.400,0.45,773
33.400,0.475,773
33.400,0.4,724
33.400,0.5,773
33.450,0.025,1
33.450,0.05,1
33.450,0.075,1
33.450,0.125,124
33.450,0.150,124
33.450,0.175,144
33.450,0.1,43
33.450,0.225,148
33.450,0.25,432
33.450,0.275,437
33.450,0.2,144
33.450,0.325,524
33.450,0.350,547
33.450,0.375,621
33.450,0.3,504
33.450,0.425,689
33.450,0.45,689
33.450,0.475,700
33.450,0.4,656
33.450,0.5,719
33.500,0.025,1
33.500,0.05,1
33.500,0.075,1
33.500,0.125,43
33.500,0.150,43
33.500,0.175,114
33.500,0.1,1
33.500,0.225,207
33.500,0.25,409
33.500,0.275,492
33.500,0.2,114
33.500,0.325,615
33.500,0.350,620
33.500,0.375,626
33.500,0.3,532
33.500,0.425,698
33.500,0.45,725
33.500,0.475,735
33.500,0.4,690
33.500,0.5,735
33.550,0.025,1
33.550,0.05,1
33.550,0.075,1
33.550,0.125,127
33.550,0.150,127
33.550,0.175,157
33.550,0.1,35
33.550,0.225,170
33.550,0.25,197
33.550,0.275,505
33.550,0.2,160
33.550,0.325,538
33.550,0.350,563
33.550,0.375,593
33.550,0.3,554
33.550,0.425,710
33.550,0.45,762
33.550,0.475,762
33.550,0.4,690
33.550,0.5,762
33.600,0.025,1
33.600,0.05,1
33.600,0.075,1
33.600,0.125,22
33.600,0.150,29
33.600,0.175,29
33.600,0.1,1
33.600,0.225,35
33.600,0.25,146
33.600,0.275,422
33.600,0.2,29
33.600,0.325,553
33.600,0.350,567
33.600,0.375,635
33.600,0.3,532
33.600,0.425,727
33.600,0.45,734
33.600,0.475,783
33.600,0.4,682
33.600,0.5,783
33.650,0.025,1
33.650,0.05,1
33.650,0.075,1
33.650,0.125,41
33.650,0.150,57
33.650,0.175,134
33.650,0.1,41
33.650,0.225,159
33.650,0.25,246
33.650,0.275,431
33.650,0.2,131
33.650,0.325,570
33.650,0.350,581
33.650,0.375,655
33.650,0.3,497
33.650,0.425,698
33.650,0.45,704
33.650,0.475,704
33.650,0.4,669
33.650,0.5,704
33.700,0.025,1
33.700,0.05,1
33.700,0.075,1
33.700,0.125,142
33.700,0.150,142
33.700,0.175,150
33.700,0.1,52
33.700,0.225,186
33.700,0.25,441
33.700,0.275,456
33.700,0.2,155
33.700,0.325,522
33.700,0.350,575
33.700,0.375,588
33.700,0.3,480
33.700,0.425,671
33.700,0.45,689
33.700,0.475,700
33.700,0.4,653
33.700,0.5,720
33.750,0.025,1
33.750,0.05,1
33.750,0.075,48
33.750,0.125,48
33.750,0.150,57
33.750,0.175,57
33.750,0.1,48
33.750,0.225,238
33.750,0.25,266
33.750,0.275,393
33.750,0.2,57
33.750,0.325,506
33.750,0.350,568
33.750,0.375,627
33.750,0.3,442
33.750,0.425,644
33.750,0.45,688
33.750,0.475,706
33.750,0.4,633
33.750,0.5,706
33.800,0.025,1
33.800,0.05,1
33.800,0.075,1
33.800,0.125,62
33.800,0.150,92
33.800,0.175,94
33.800,0.1,62
33.800,0.225,394
33.800,0.25,391
33.800,0.275,471
33.800,0.2,123
33.800,0.325,637
33.800,0.350,658
33.800,0.375,658
33.800,0.3,569
33.800,0.425,704
33.800,0.45,737
33.800,0.475,757
33.800,0.4,686
33.800,0.5,757
33.850,0.025,1
33.850,0.05,1
33.850,0.075,1
33.850,0.125,48
33.850,0.150,64
33.850,0.175,64
33.850,0.1,48
33.850,0.225,147
33.850,0.25,219
33.850,0.275,446
33.850,0.2,155
33.850,0.325,510
33.850,0.350,526
33.850,0.375,584
33.850,0.3,465
33.850,0.425,644
33.850,0.45,674
33.850,0.475,694
33.850,0.4,608
33.850,0.5,694
33.900,0.025,1
33.900,0.05,1
33.900,0.075,1
33.900,0.125,39
33.900,0.150,42
33.900,0.175,42
33.900,0.1,1
33.900,0.225,338
33.900,0.25,352
33.900,0.275,404
33.900,0.2,42
33.900,0.325,526
33.900,0.350,565
33.900,0.375,579
33.900,0.3,469
33.900,0.425,653
33.900,0.45,674
33.900,0.475,695
33.900,0.4,646
33.900,0.5,695
33.950,0.025,1
33.950,0.05,30
33.950,0.075,36
33.950,0.125,36
33.950,0.150,36
33.950,0.175,36
33.950,0.1,36
33.950,0.225,111
33.950,0.25,264
33.950,0.275,427
33.950,0.2,36
33.950,0.325,585
33.950,0.350,598
33.950,0.375,626
33.950,0.3,536
33.950,0.425,695
33.950,0.45,702
33.950,0.475,712
33.950,0.4,661
33.950,0.5,712
34.000,0.025,1
34.000,0.05,1
34.000,0.075,1
34.000,0.125,64
34.000,0.150,64
34.000,0.175,64
34.000,0.1,64
34.000,0.225,450
34.000,0.25,465
34.000,0.275,548
34.000,0.2,64
34.000,0.325,676
34.000,0.350,680
34.000,0.375,733
34.000,0.3,571
34.000,0.425,798
34.000,0.45,805
34.000,0.475,805
34.000,0.4,791
34.000,0.5,805
34.050,0.025,1
34.050,0.05,1
34.050,0.075,1
34.050,0.125,63
34.050,0.150,63
34.050,0.175,63
34.050,0.1,63
34.050,0.225,247
34.050,0.25,571
34.050,0.275,586
34.050,0.2,63
34.050,0.325,671
34.050,0.350,680
34.050,0.375,744
34.050,0.3,652
34.050,0.425,799
34.050,0.45,799
34.050,0.475,819
34.050,0.4,774
34.050,0.5,834
34.100,0.025,1
34.100,0.05,1
34.100,0.075,44
34.100,0.125,69
34.100,0.150,69
34.100,0.175,83
34.100,0.1,69
34.100,0.225,320
34.100,0.25,348
34.100,0.275,356
34.100,0.2,226
34.100,0.325,540
34.100,0.350,583
34.100,0.375,641
34.100,0.3,361
34.100,0.425,736
34.100,0.45,791
34.100,0.475,812
34.100,0.4,723
34.100,0.5,812
34.150,0.025,1
34.150,0.05,1
34.150,0.075,1
34.150,0.125,1
34.150,0.150,62
34.150,0.175,103
34.150,0.1,1
34.150,0.225,255
34.150,0.25,363
34.150,0.275,588
34.150,0.2,103
34.150,0.325,640
34.150,0.350,640
34.150,0.375,673
34.150,0.3,638
34.150,0.425,767
34.150,0.45,809
34.150,0.475,809
34.150,0.4,703
34.150,0.5,809
34.200,0.025,1
34.200,0.05,1
34.200,0.075,1
34.200,0.125,57
34.200,0.150,57
34.200,0.175,166
34.200,0.1,47
34.200,0.225,185
34.200,0.25,392
34.200,0.275,434
34.200,0.2,170
34.200,0.325,521
34.200,0.350,569
34.200,0.375,618
34.200,0.3,455
34.200,0.425,693
34.200,0.45,727
34.200,0.475,739
34.200,0.4,654
34.200,0.5,739
34.250,0.025,1
34.250,0.05,1
34.250,0.075,1
34.250,0.125,1
34.250,0.150,53
34.250,0.175,53
34.250,0.1,1
34.250,0.225,198
34.250,0.25,205
34.250,0.275,445
34.250,0.2,53
34.250,0.325,521
34.250,0.350,610
34.250,0.375,624
34.250,0.3,474
34.250,0.425,682
34.250,0.45,731
34.250,0.475,744
34.250,0.4,661
34.250,0.5,751
34.300,0.025,1
34.300,0.05,1
34.300,0.075,1
34.300,0.125,52
34.300,0.150,52
34.300,0.175,52
34.300,0.1,1
34.300,0.225,52
34.300,0.25,91
34.300,0.275,345
34.300,0.2,52
34.300,0.325,534
34.300,0.350,557
34.300,0.375,661
34.300,0.3,447
34.300,0.425,723
34.300,0.45,723
34.300,0.475,750
34.300,0.4,681
34.300,0.5,750
34.350,0.025,1
34.350,0.05,1
34.350,0.075,1
34.350,0.125,54
34.350,0.150,54
34.350,0.175,147
34.350,0.1,51
34.350,0.225,265
34.350,0.25,284
34.350,0.275,482
34.350,0.2,189
34.350,0.325,571
34.350,0.350,674
34.350,0.375,686
34.350,0.3,571
34.350,0.425,761
34.350,0.45,773
34.350,0.475,783
34.350,0.4,745
34.350,0.5,783
34.400,0.025,1
34.400,0.05,1
34.400,0.075,1
34.400,0.125,44
34.400,0.150,85
34.400,0.175,155
34.400,0.1,44
34.400,0.225,224
34.400,0.25,237
34.400,0.275,272
34.400,0.2,170
34.400,0.325,525
34.400,0.350,558
34.400,0.375,581
34.400,0.3,467
34.400,0.425,687
34.400,0.45,716
